Date and Time Downloaded : 05/04/2021 04:31:14 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000013989","13989","HAGBUYO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SAN MIGUEL","071238000","HAGBUYO","071238011","6323"," "," "," "," "," "," ","FERNANDEZ","FLORENTINA","B.","Rural Health Midwife","","",""
"DOH000000000013990","13990","CAMBANGAY NORTE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SAN MIGUEL","071238000","CAMBANGAY NORTE","071238007","6323"," "," "," "," "," "," ","FERNANDEZ","FLORENTINA","B.","Rural Health Midwife","","",""
"DOH000000000013992","13992","BAYAWAHAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SEVILLA","071239000","BAYAWAHAN","071239001","6347"," "," "," "," "," "," ","GUMAPAC","AVELINA","D.","Rural Health Midwife","","",""
"DOH000000000013993","13993","LICOLICO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SEVILLA","071239000","LICOLICO","071239011","6347"," "," "," "," "," "," ","EUSEÑA","LUCILA","P.","Rural Health Midwife","","",""
"DOH000000000013995","13995","POBLACION BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIERRA BULLONES","071240000","POBLACION","071240015","6320"," "," "," "," "," "," ","REMOROSA","AURORA","A.","Rural Health Midwife","","",""
"DOH000000000013996","13996","ABACHANAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIERRA BULLONES","071240000","ABACHANAN","071240001","6320"," "," "," "," "," "," ","ESCABUSA","EMALINDA","V.","Rural Health Midwife","","",""
"DOH000000000014002","14002","BUGSOC BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIERRA BULLONES","071240000","BUGSOC","071240003","6320"," "," "," "," "," "," ","PENONIA","FELISA","D.","Rural Health Midwife","","",""
"DOH000000000014009","14009","DANICOP BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIERRA BULLONES","071240000","DANICOP","071240007","6320"," "," "," "," "," "," ","CADORNA","SHERYL","L.","Rural Health Midwife","","",""
"DOH000000000014048","14048","DUSITA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIERRA BULLONES","071240000","DUSITA","071240008","6320"," "," "," "," "," "," ","CAFE","JULITA","M.","Rural Health Midwife","","",""
"DOH000000000014051","14051","MATIN-AO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIERRA BULLONES","071240000","MATIN-AO","071240013","6320"," "," "," "," "," "," ","BALABA","LEONILA","G.","Rural Health Midwife","","",""
"DOH000000000014065","14065","SAN JUAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIERRA BULLONES","071240000","SAN JUAN","071240020","6320","","","","rhusb6320@gmail.com","","","TUMANDA","MA. NENITA","DAMPOG","Municipal Health Officer","Not Applicable","",""
"DOH000000000014067","14067","VILLA GARCIA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIERRA BULLONES","071240000","VILLA GARCIA","071240022","6320"," "," "," "," "," "," ","LICAYAN","ISABELITA","Y.","Rural Health Midwife","","",""
"DOH000000000014083","14083","CAMBUAC NORTE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIKATUNA","071241000","CAMBUAC NORTE","071241005","6338"," "," "," "," "," "," ","DAPLINAN","SUSAN","S","Rural Health Midwife","","",""
"DOH000000000014087","14087","CAMBUAC SUR BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","SIKATUNA","071241000","CAMBUAC SUR","071241006","6338"," "," "," "," "," "," ","DAPLINAN","SUSAN","S","Rural Health Midwife","","",""
"DOH000000000014096","14096","POBLACION I BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 3"," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","POBLACION I","071242010","6300"," "," "," "," "," "," ","MINOZA","CELESTINA"," ","Rural Health Midwife","","",""
"DOH000000000014101","14101","UPPER COGON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","CALCETA STREET","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","COGON","071242004","6300","","","","","","","PACOMIOS","HANNAFIL","","Rural Health Midwife","","",""
"DOH000000000014104","14104","LOWER COGON BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","SAN JOSE STREET"," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","COGON","071242004","6300"," "," "," "," "," "," ","CAMPECINO","LILIA"," ","Rural Health Midwife","","",""
"DOH000000000014121","14121","POBLACION II UPPER BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","POBLACION II","071242011","6300"," "," "," "," "," "," ","GLOVASA","FLORA"," ","Rural Health Midwife","","",""
"DOH000000000014128","14128","POBLACION III BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","MATIG-A STREET CORNER M. PARAS EXTENSION","BARANGAY HALL BUILDING","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","POBLACION III","071242012","6300","+63 384114772"," "," "," "," "," ","COTO","RUTH","A.","Rural Health Midwife","","",""
"DOH000000000014129","14129","BOOY BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","BOOY","071242002","6300"," "," "," "," "," "," ","DAMPOR","NESTORIA"," ","Rural Health Midwife","","",""
"DOH000000000014130","14130","TALOTO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","P. CABALIT STREET"," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","TALOTO","071242014","6300"," "," "," "," "," "," ","PABUTOY","JUANITA"," ","Rural Health Midwife","","",""
"DOH000000000014131","14131","UBUJAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","UBUJAN","071242016","6300"," "," "," "," "," "," ","AVILA","ARSENIA","T.","Rural Health Midwife","","",""
"DOH000000000014140","14140","MANGA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 3"," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","MANGA","071242008","6300"," "," "," "," "," "," ","LEGASPI","SHINNA MAITA"," ","Rural Health Midwife","","",""
"DOH000000000014142","14142","TIPTIP BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","TIPTIP","071242015","6300"," "," "," "," "," "," ","LAWA","MARCIANA","S.","Rural Health Midwife","","",""
"DOH000000000014145","14145","SAN ISIDRO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","SAN ISIDRO","071242013","6300"," "," "," "," "," "," ","TEJANO","FELISA"," ","Rural Health Midwife","","",""
"DOH000000000014148","14148","DAO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","PUROK 1","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","DAO","071242005","6300","","","","","","","TABUNO","LOLITA","","Rural Health Midwife","","",""
"DOH000000000014150","14150","BOOL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","BOOL","071242001","6300","+63 382356280"," "," "," "," "," ","OLAYAN","TERESITA"," ","Rural Health Midwife","","",""
"DOH000000000014152","14152","CABAWAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","PUROK 1"," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","CABAWAN","071242003","6300"," "," "," "," "," "," ","POLO","FEBRECA"," ","Rural Health Midwife","","",""
"DOH000000000014154","14154","MANSASA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," ","BARANGAY HALL COMPOUND","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","MANSASA","071242009","6300"," "," "," "," "," "," ","LANTAKA","CARMELITA","M.","Rural Health Midwife","","",""
"DOH000000000014171","14171","DAMPAS BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TAGBILARAN CITY (Capital)","071242000","DAMPAS","071242006","6300"," "," "," "," "," "," ","GODER","MIRIAM"," ","Rural Health Midwife","","",""
"DOH000000000014195","14195","BALINTAWAK BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","BALINTAWAK","071243002","6325","","","","","","","ABASTAS","NATIVIDAD","G.","Rural Health Midwife","","",""
"DOH000000000014200","14200","BURGOS BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","BURGOS","071243006","6325"," "," "," "," "," "," ","TUBO","JOANA FLOR","C.","Rural Health Midwife","","",""
"DOH000000000014208","14208","BUSALIAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","BUSALIAN","071243007","6325"," "," "," "," "," "," ","CASAMAYO","JENNELYN","L.","Rural Health Midwife","","",""
"DOH000000000014214","14214","CALITUBAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","CALITUBAN","071243008","6325"," "," "," "," "," "," ","CABUGASON","ELSA","TORREON","Rural Health Midwife","","",""
"DOH000000000014219","14219","CATABAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","CATABAN","071243009","6325","","","","","","","LUGOD","ANGELITA","A.","Rural Health Midwife","","",""
"DOH000000000014222","14222","GUINDACPAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","GUINDACPAN","071243010","6325","","","","","","","SAGA","ANALY","N.","Rural Health Midwife","","",""
"DOH000000000014250","14250","MAHANAY BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","MAHANAY","071243014","6325"," "," "," "," "," "," ","CABILEZ","DOMINGA","CAHIS","Rural Health Midwife","","",""
"DOH000000000014254","14254","NOCNOCAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","NOCNOCAN","071243017","6325","","","","","","","ABELLANA","AVITA","C.","Rural Health Midwife","","",""
"DOH000000000014259","14259","RIZAL BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","RIZAL","071243023","6325"," "," "," "," "," "," ","BITOONAN","NERIA","LENOGAO","Rural Health Midwife","","",""
"DOH000000000014267","14267","SAG BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SAG","071243024","6325","","","","","","","AUTENTICO","JUVELEEN","B.","Rural Health Midwife","","",""
"DOH000000000014276","14276","SAN AGUSTIN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SAN AGUSTIN","071243026","6325","","","","","","","SALUDO","ESTRELLA","P.","Rural Health Midwife","","",""
"DOH000000000014278","14278","SAN CARLOS BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SAN CARLOS","071243027","6325","","","","","","","TIDONG","MARIA MADONNA","J.","Rural Health Midwife","","",""
"DOH000000000014281","14281","SAN FRANCISCO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SAN FRANCISCO","071243028","6325"," "," "," "," "," "," ","BURI","RISAURA","MONDOC","Rural Health Midwife","","",""
"DOH000000000014282","14282","SAN ISIDRO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SAN ISIDRO","071243029","6325"," "," "," "," "," "," ","ROSALES","TERESITA","AMBA","Rural Health Midwife","","",""
"DOH000000000014285","14285","SAN JOSE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SAN JOSE","071243030","6325"," "," "," "," "," "," ","SALICINA","MARIVELLE","POLO","Rural Health Midwife","","",""
"DOH000000000014288","14288","SAN PEDRO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SAN PEDRO","071243031","6325"," "," "," "," "," "," ","MEJIAS","RHEA MAY","RAÑOA","Rural Health Midwife","","",""
"DOH000000000014290","14290","SAN ROQUE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SAN ROQUE","071243032","6325"," "," "," "," "," "," ","POLISTICO","FREDELINA","AUSTRIA","Public Health Nurse","","",""
"DOH000000000014291","14291","SANTO NIÑO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SANTO NIÑO","071243033","6325"," "," "," "," "," "," ","GONZAGA","MA. WELLINA","GARCIA","Rural Health Midwife","","",""
"DOH000000000014293","14293","SIKATUNA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SIKATUNA","071243034","6325"," "," "," "," "," "," ","ROSALES","MARIVIC","AVENIDO","Rural Health Midwife","","",""
"DOH000000000014295","14295","SUBA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","SUBA","071243035","6325"," "," "," "," "," "," ","MENESES","LORNA","AVENIDO","Rural Health Midwife","","",""
"DOH000000000014299","14299","TANGHALIGUE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","TANGHALIGUE","071243036","6325"," "," "," "," "," "," ","SABIOR","VIVIAN","CUTARRA","Rural Health Midwife","","",""
"DOH000000000014303","14303","ZAMORA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TALIBON","071243000","ZAMORA","071243038","6325","","","","","","","BONGAO","IMELDA","TORRALBA","Rural Health Midwife","","",""
"DOH000000000014320","14320","BANLASAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","BANLASAN","071244001","6324"," "," "," "," "," "," ","NUERA","ESTRELLITA","ANDOG","Rural Health Midwife","","",""
"DOH000000000014326","14326","BONGBONG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","BONGBONG","071244002","6324"," "," "," "," "," "," ","NUERA","ESTREKITA","ANDOG","Public Health Nurse","","",""
"DOH000000000014357","14357","CATOOGAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","CATOOGAN","071244003","6324"," "," "," "," "," "," ","CABANDO","MA. DOLORES","NUERA","Rural Health Midwife","","",""
"DOH000000000014377","14377","GUINOBATAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","GUINOBATAN","071244004","6324"," "," "," "," "," "," ","MAMBAYLA","JOCELYN","BAYONAS","Rural Health Midwife","","",""
"DOH000000000014420","14420","HINLAYAGAN ILAUD BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","HINLAYAGAN ILAUD","071244005","6324"," "," "," "," "," "," ","TUBALADO","ROSENDA","CABANDO","Rural Health Midwife","","",""
"DOH000000000014425","14425","HINLAYAGAN ILAYA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","HINLAYAGAN ILAYA","071244006","6324"," "," "," "," "," "," ","TUBALADO","ROSENDA","CABANDO","Rural Health Midwife","","",""
"DOH000000000014446","14446","KAUSWAGAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","KAUSWAGAN","071244007","6324"," "," "," "," "," "," ","NUERA","ESTRELLITA","ANDOG","Rural Health Midwife","","",""
"DOH000000000014449","14449","KINAN-OAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","KINAN-OAN","071244008","6324"," "," "," "," "," "," ","TUBALADO","ROSENDA","CABANDO","Rural Health Midwife","","",""
"DOH000000000014454","14454","LA UNION BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","LA UNION","071244009","6324"," "," "," "," "," "," ","LOGROÑO","AQUILINA","RASONABE","Rural Health Midwife","","",""
"DOH000000000014459","14459","LA VICTORIA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","LA VICTORIA","071244010","6324"," "," "," "," "," "," ","MAMBAYLA","JOCELYN","BAYONAS","Rural Health Midwife","","",""
"DOH000000000014464","14464","MABUHAY CABIGOHAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TRINIDAD","071244000","MABUHAY CABIGOHAN","071244012","6324"," "," "," "," "," "," ","MAMBAYLA","JOCELYN","BAYONAS","Rural Health Midwife","","",""
"DOH000000000014492","14492","CAHAYAG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","CAHAYAG","071245009","6330"," "," "," "," "," "," ","MANTE","BERNADITA","A.","Rural Health Midwife","","",""
"DOH000000000014529","14529","PANADTARAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","PANADTARAN","071245020","6330"," "," "," "," "," "," ","LEOPARDAS","MERLIE","C.","Rural Health Midwife","","",""
"DOH000000000014531","14531","MATABAO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","","","Matabao,Tubigon, Bohol","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","MATABAO","071245019","","","","","","","","","","","","Not Applicable","",""
"DOH000000000014543","14543","MACAAS RURAL HEALTH UNIT II","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","MACAAS","071245017","6330","","","","","","","BATAUSA","BOB BERNABE","P.","Municipal Health Officer","","",""
"DOH000000000014545","14545","CAWAYANAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","CAWAYANAN","071245010","6330"," "," "," "," "," "," ","PALAPAR","NIZA","G.","Rural Health Midwife","","",""
"DOH000000000014551","14551","UBOJAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","UBOJAN","071245033","6330"," "," "," "," "," "," ","CALOTIS","EDEN ","C.","Rural Health Midwife","","",""
"DOH000000000014553","14553","BATASAN (BATASAN ISLAND) BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","BATASAN (BATASAN ISLAND)","071245004","6330"," "," "," "," "," "," ","BARONG","FELY","T.","Rural Health Midwife","","",""
"DOH000000000014554","14554","PANGAPASAN (PANGAPASAN ISLAND) BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","PANGAPASAN (PANGAPASAN ISLAND)","071245023","6330"," "," "," "," "," "," ","VITOR","NERABEE","R.","Rural Health Midwife","","",""
"DOH000000000014556","14556","ILIHAN NORTE BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","ILIHAN NORTE","071245014","6330"," "," "," "," "," "," ","DOLORITOS","AQUILINA","C.","Rural Health Midwife","","",""
"DOH000000000014559","14559","TINANGNAN BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","TINANGNAN","071245031","6330"," "," "," "," "," "," ","PANERIO","CRISTINA","A.","Rural Health Midwife","","",""
"DOH000000000014562","14562","POOC ORIENTAL BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","TUBIGON","071245000","POOC ORIENTAL (POB.)","071245027","6330","","","","","","","MAGNANAO","ROWENA","R.","Rural Health Midwife","","",""
"DOH000000000014564","14564","POBLACION BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","UBAY","071246000","POBLACION","071246034","6315","","","","","","","DAIGAN","REYNILDA","B.","Rural Health Midwife","Not Applicable","",""
"DOH000000000014566","14566","FATIMA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","UBAY","071246000","FATIMA","071246018","6315"," "," "," "," "," "," ","SENERPIDA","CLAIRE","G.","Rural Health Midwife","","",""
"DOH000000000014569","14569","TIPOLO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","UBAY","071246000","TIPOLO","071246048","6315"," "," "," "," "," "," ","AVERGONZADO","ZENAIDA","A.","Rural Health Midwife","","",""
"DOH000000000014571","14571","UNION BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VII (CENTRAL VISAYAS)","070000000","BOHOL","071200000","UBAY","071246000","UNION","071246052","6315"," "," "," "," "," "," ","BENTULAN","MARCELA","F.","Rural Health Midwife","","",""
