Date and Time Downloaded : 05/04/2021 03:44:00 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000004444","4444","PIÑA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","MA-AYON","061907000","PIÑA","061907023","5809","","","","","","","DELATINA","MERLINDA","DIONGCO","Rural Health Midwife","","",""
"DOH000000000004465","4465","DURAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","DUMALAG","061903000","DURAN","061903004","5813","","","","","","","FUNA","EPIFANIA","F.","Rural Health Midwife","","",""
"DOH000000000004467","4467","CULASI RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","ANTIQUE","060600000","CULASI","060606000","CENTRO POBLACION","060606031","5708","+63 362778208"," "," ","culasirhu@yahoo.com"," "," ","BABAYEN - ON","ROSELYN","E.","Municipal Health Officer","","",""
"DOH000000000004480","4480","MANAYUPIT BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","MA-AYON","061907000","MANAYUPIT","061907017","5809","","","","","","","ARBAN","LUCIVITA","BATA-ANON","Rural Health Midwife","","",""
"DOH000000000004502","4502","IGNACIO LACSON ARROYO SR. MEMORIAL DISTRICT HOSPITAL","ISABELA DISTRICT HOSPITAL","","","Infirmary","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","ISABELA","184514000","RUMIRANG","184514026","6128","+63 343872691","","","","","","TEORIMA","MA. LALAINE","L.","Chief of Hospital","With License","","25"
"DOH000000000004505","4505","POBLACION ILAYA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PANAY","061909000","POBLACION ILAYA","061909037","5801","","","","","","","BATAN","ROSELYN","RIOS","Rural Health Midwife","","",""
"DOH000000000004510","4510","SIBALOM RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SIBALOM"," ","REGION VI (WESTERN VISAYAS)","060000000","ANTIQUE","060600000","SIBALOM","060616000","DISTRICT III (POB.)","060616063","5713"," "," "," "," "," "," ","JORNADA","ELEANOR","F.","Municipal Health Officer","","",""
"DOH000000000004553","4553","TUGON MEDICAL CLINIC AND HOSPITAL","","","","Infirmary","Private","","","","","REGION VI (WESTERN VISAYAS)","060000000","ANTIQUE","060600000","PANDAN","060611000","BAYBAY","060611004","5712","+63 362789108","+63 362789100","","","","","TUGON","RENATO","D.","Medical Director","With License","","20"
"DOH000000000004554","4554","CADAGMAYAN SUR BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","SANTA BARBARA","063043000","CADAGMAYAN SUR","063043025","5002","","","","","","","MOLINOS","NONA","CARDINAS","Rural Health Midwife","","",""
"DOH000000000004567","4567","SAN PEDRO (JARO) BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","ILOILO CITY (Capital)","063022000","SAN PEDRO (JARO)","063022159","5000","+63 333207015"," "," "," "," "," ","TAN","JOIE ANN"," ","Public Health Nurse","","",""
"DOH000000000004572","4572","SANTA BARBARA RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","DELGADO STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","SANTA BARBARA","063043000","GEN. MARTIN T. DELGADO","063043036","5002","+63 335239098","","+63 335238000","rhu_sb21@yahoo.com","","","TREMUCHA","MA. CAMILA LELLIS","S.","Municipal Health Officer","","",""
"DOH000000000004581","4581","IMMACULATE CONCEPTION HEALTH CENTER","IMACULADA CONCEPCION PRIMARY HOSPITAL","","","Infirmary","Private","","","BANDONG STREET","","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","CITY OF VICTORIAS","184531000","BARANGAY XII","184531015","6119","+63 343882719","","","","","","CAÑA","RALPH","IGOY","Medical Director","With License","",""
"DOH000000000004584","4584","HINIGARAN MEDICAL CLINIC","","","","Infirmary","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","180000000","NEGROS OCCIDENTAL","184500000","HINIGARAN","184511000","BARANGAY III (POB.)","184511005","6106","+63 343917129","","","","","","LAGTAPON","JOSEPHINE","M.","Chief of Hospital","With License","","10"
"DOH000000000004596","4596","CRISTINA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","TAPAZ","061917000","CRISTINA","061917015","5814","","","","","","","GIALEN","LEAH","O.","Rural Health Midwife","","",""
"DOH000000000004597","4597","POBLACION ILAWOD BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PANAY","061909000","POBLACION ILAWOD","061909036","5801","","","","","","","BATAN","ROSELYN","RIOS","Rural Health Midwife","","",""
"DOH000000000004616","4616","JAENA NORTE BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","JAMINDAN","061906000","JAENA NORTE","061906013","5808","","","","","","","VILLASIS","EUFROSINA","M.","Rural Health Midwife","","",""
"DOH000000000004620","4620","PANAY RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PANAY","061909000","POBLACION ILAWOD","061909036","5801","+63 366215364","","","","","","ANDRADA","OLIVER","","Municipal Health Officer","","",""
"DOH000000000004624","4624","LEGANES RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","LEGANES","063026000","POBLACION","063026019","5003","+63 333296622","","","","","","DEQUILLA","ZENY","DISCURA","Municipal Health Officer","","",""
"DOH000000000004680","4680","LA CASTELLANA RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","COR. RIZAL-BONIFACIO STREET","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","LA CASTELLANA","064517000","ROBLES (POB.)","064517012","6131","+63 344850276","","","rhulacastellana@gmail.com","","","SOL","NENITA","RODRIGUEZ","Municipal Health Officer","","",""
"DOH000000000004703","4703","DAO RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","DAO","061902000","POBLACION ILAWOD","061902018","5810","+63 366510157","","+63 366211525","dao_rhu2015@yahoo.com.ph","","","HORNEJA","MARY HUMBELYN","","Municipal Health Officer","","",""
"DOH000000000004717","4717","CANDELARIA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","TAPAZ","061917000","CANDELARIA","061917013","5814","","","","","","","FARILLON","NILA","R.","Rural Health Midwife","","",""
"DOH000000000004733","4733","BAGO CITY HEALTH OFFICE","","","","Rural Health Unit","Government","Local Government Unit","","GONZAGA STREET, CITY HALL COMPOUND","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","BAGO CITY","064502000","POBLACION","064502020","6101","+63 344610118","","+63 344610118","cityhealthbago@yahoo.com","","","MAYOGA","FERDINAND RAMON","MORALDE","City Health Officer","","",""
"DOH000000000004759","4759","MAMBUSAO DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","MAMBUSAO","061908000","","","5807","+63 366470641","+63 366470220","","","","","LUNCHING","FLORENCIO JR.","O.","Chief of Hospital","With License","Level 1","50"
"DOH000000000004771","4771","CABUGAO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","ROXAS CITY (Capital)","061914000","CABUGAO","061914021","5800","","","","","","","CARTUSANO","MELANIE","VILLARDE","Rural Health Physician","","",""
"DOH000000000004782","4782","OTON RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","MABINI STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","OTON","063034000","POBLACION EAST","063034020","5020","+63 333383761","","+63 333383761","","","","TICAO","SALLY","CARREON","Municipal Health Officer","","",""
"DOH000000000004905","4905","TUBUNGAN RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","TUBUNGAN","063046000","TENIENTE BENITO","063046047","5027","+63 338577492","","","tubungan_mho@yahoo.com","","","GARGARITANO","VILMA","DALIBANO","Public Health Nurse","","",""
"DOH000000000004914","4914","SARA DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","SARA","063044000","ANORING","063044004","5014","+63 333920201","+63 333920144","","","","","DUMAYAS","RODOLFO, JR.","S.","Chief of Hospital","With License","Level 1","50"
"DOH000000000004939","4939","BALOGO BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PILAR","061911000","BALOGO","061911001","5804"," "," "," "," "," "," ","JOPILLO","DAHLIA"," ","Rural Health Midwife","","",""
"DOH000000000004940","4940","CULASI BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","SITIO LUYO","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","ROXAS CITY (Capital)","061914000","CULASI","061914025","5800","","","","","","","BERNAS","DIVINA","RUFINO","Rural Health Midwife","","",""
"DOH000000000004942","4942","PALAGUIAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","MA-AYON","061907000","PALAGUIAN","061907021","5809","","","","","","","CERVAS","MA. ANELLIE","ILAGAN","Rural Health Midwife","","",""
"DOH000000000004944","4944","SANTO ANGEL BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","DUMALAG","061903000","SANTO ANGEL","061903018","5813","","","","","","","FUNA","EPIFANIA","","Rural Health Midwife","","",""
"DOH000000000004946","4946","TANZA NORTE BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PANAY","061909000","TANZA NORTE","061909040","5801","","","","","","","SERUELO","ANNABEL","BARROA","Rural Health Midwife","","",""
"DOH000000000004968","4968","CAMP PERALTA STATION HOSPITAL","","","","Infirmary","Government","Department of National Defense","","CAMP GENERAL MACARIO PERALTA","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","JAMINDAN","061906000","","","5808","","","","","","","REGINALDO","JOSEPH CRISOSTOMO","B.","Chief of Hospital","With License","","25"
"DOH000000000004986","4986","DAMAYAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","SITIO PROPER","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","SAPI-AN","061915000","DAMAYAN","061915005","5806","","","","","","","OBORDO","GERALDINE","","Rural Health Midwife","","",""
"DOH000000000004989","4989","NATIVIDAD BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ANTIQUE","060600000","TIBIAO","060617000","NATIVIDAD","060617010","5707","","","","","","","LIM","GLICERIA","L.","Rural Health Midwife","","",""
"DOH000000000004995","4995","PANURAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","JANIUAY","063023000","PANURAN","063023033","5034","","","","janiuayrhu@yahoo.com","","","CORTEZ","MARY LOREN","","Rural Health Midwife","","",""
"DOH000000000005009","5009","TACUYONG SUR BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","LEON","063028000","TACUYONG SUR","063028078","5026","","","","","","","CAMRAL","LOLITA","CABALFIN","Rural Health Midwife","","",""
"DOH000000000005015","5015","CALUMPANG BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," ","ZONE 5"," ","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","ILOILO CITY (Capital)","063022000","CALUMPANG","063022032","5000","+63 333373757"," "," "," "," "," ","LENCIOCO","GRACE"," ","Rural Health Midwife","","",""
"DOH000000000005029","5029","ROXAS MEMORIAL PROVINCIAL HOSPITAL","","","","Hospital","Government","Local Government Unit","","ARNALDO BOULEVARD","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","ROXAS CITY (Capital)","061914000","INZO ARNALDO VILLAGE (CADIMAHAN)","061914030","5800","+63 366210030","+63 366210823","","","","","ARANCILLO","JOSE ASCENCION","L.","Chief of Hospital","With License","Level 2","147"
"DOH000000000005034","5034","WESTERN VISAYAS MEDICAL CENTER","","","","Hospital","Government","Department Of Health","","MANDURRIAO","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","ILOILO CITY (Capital)","063022000","ABETO MIRASOL TAFT SOUTH (QUIRINO ABETO)","063022178","5000","+63 333211797","","","","","","NICOLO","JOSEPH DEAN","L.","Chief of Hospital","With License","Level 3","400"
"DOH000000000005056","5056","LEZO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CORNER FERNANDEZ AND SAN ISIDRO STREET"," ","REGION VI (WESTERN VISAYAS)","060000000","AKLAN","060400000","LEZO","060408000","POBLACION","060408008","5605","+63 362747331"," "," ","lezo_rhu@yahoo.com"," "," ","MAGDAMIT","ATHENA"," ","Municipal Health Officer","","",""
"DOH000000000005091","5091","VICTORIAS CITY HEALTH OFFICE","","","","Rural Health Unit","Government","Local Government Unit","","MONTINOLA STREET","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","CITY OF VICTORIAS","064531000","BARANGAY IV (POB.)","064531007","6119","+63 343993437","","+63 343993437","","","","GARLITOS","RICHARD","PARCON","City Health Officer","","",""
"DOH000000000005094","5094","DACUTON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","DUMARAO","061904000","DACUTON","061904013","5812","","","","","","","BEATO","DAREL","PARAGAN","Rural Health Midwife","","",""
"DOH000000000005114","5114","CONCEPCION BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","DUMALAG","061903000","CONCEPCION","061903001","5813","","","","","","","BANEGA","NILMA","F.","Rural Health Midwife","","",""
"DOH000000000005115","5115","CADIZ DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","NATIONAL HIGHWAY, HACIENDA HORTENCIA","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","CADIZ CITY","064504000","DAGA","064504014","6121","+63 342930236","","","","","","PINONGAN","MA. GIRLIE","H.","Chief of Hospital","With License","Level 1","50"
"DOH000000000005117","5117","POBLACION ILAYA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PANITAN","061910000","POBLACION ILAYA","061910019","5815","","","","","","","CABIDOG","JOSEPHINE","DISTOR","Rural Health Midwife","","",""
"DOH000000000005123","5123","MANIBAD BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","MAMBUSAO","061908000","MANIBAD","061908016","5807","","","","","","","GREGORIO","FELNA","L.","Rural Health Midwife","","",""
"DOH000000000005185","5185","QUINAT-UYAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","MA-AYON","061907000","QUINAT-UYAN","061907029","5809","","","","","","","BEBITA","ANALIE","DENESADO","Rural Health Midwife","","",""
"DOH000000000005209","5209","AGDAHON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","CUARTERO","061901000","AGDAHON","061901002","5811","","","","","","","HAUDAR","VIFA","I.","Rural Health Midwife","","",""
"DOH000000000005215","5215","AGUIAUAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","MIAGAO","063030000","AGUIAUAN","063030002","5023","","","","","","","NIADAS","JUNKY","SIBLET","Rural Health Midwife","","",""
"DOH000000000005216","5216","BAGONBON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","SAN CARLOS CITY","064524000","BAGONBON","064524001","6127","","","","","","","ALIPIS","VERTILA","T.","Rural Health Midwife","","",""
"DOH000000000005217","5217","MOISES PADILLA MUNICIPAL HEALTH INFIRMARY","MOISES PADILLA RURAL HEALTH UNIT","","","Rural Health Unit","Government","Local Government Unit","","ROXAS STREET","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","MOISES PADILLA (MAGALLON)","064519000","BARANGAY 6 (POB.)","064519007","6132","","","","mho.moisespadilla@yahoo.com","lylelovelouiseladers@yahoo.com","","LADERA","LYLE LOVE LOUISE","PERALTA","Municipal Health Officer","","",""
"DOH000000000005222","5222","CALINOG RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","CALINOG","063013000","POBLACION RIZAL ILAUD","063013059","5040","+63 333471429","","","calinogrhu@gmail.com","","","MESTIDIO","CESAREY","B.","Municipal Health Officer","","",""
"DOH000000000005226","5226","JANIUAY RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","LOCSIN STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","JANIUAY","063023000","LOCSIN (POB.)","063023051","5034","+63 333171015","","+63 335319104","maritesmclaritomd@yahoo.com","janiuayrhu@yahoo.com","","CLARITO","MARIA THERESA","M.","Municipal Health Officer","","",""
"DOH000000000005245","5245","ANINI-Y RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","ANTIQUE","060600000","ANINI-Y","060601000","POBLACION","060601017","5717"," "," "," "," "," "," ","CABAÑAS","YOLANDA","U.","Municipal Health Officer","","",""
"DOH000000000005264","5264","LONOY BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","ROXAS CITY (Capital)","061914000","LONOY","061914037","5800","","","","","","","CARTUJANO","MELANIE","VILLARDE","Rural Health Midwife","","",""
"DOH000000000005266","5266","POBLACION ILAYA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","CUARTERO","061901000","POBLACION ILAYA","061901018","5811","","","","","","","FRANCISCO","GILDA","M.","Rural Health Midwife","","",""
"DOH000000000005289","5289","HIPONA BARANGAY HEALTH STATION"," "," "," ","Barangay Health Station","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PONTEVEDRA","061912000","HIPONA","061912012","5802"," "," "," "," "," "," ","AMADOR","MA. MARGIE","E.","Rural Health Midwife","","",""
"DOH000000000005292","5292","LACARON BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","DAO","061902000","LACARON","061902012","5810","","","","","","","DELOS SANTOS","RUBY ROSA","NILMAR","Rural Health Midwife","","",""
"DOH000000000005298","5298","IBACA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PRESIDENT ROXAS","061913000","IBACA","061913010","5803","","","","","","","DALINO","RENITA","GUZMAN","Rural Health Midwife","","",""
"DOH000000000005311","5311","MARITA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","PRESIDENT ROXAS","061913000","MARITA","061913013","5803","","","","","","","BARIL","JONA","OMBID","Rural Health Midwife","","",""
"DOH000000000005390","5390","SAN RAFAEL RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","CAUSING STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","SAN RAFAEL","063042000","POBLACION","063042010","5039","+63 333960881","","","","","","BASADRE","LEA","VILLARUEL","Municipal Health Officer","","",""
"DOH000000000005397","5397","SIBARIWAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","DUMARAO","061904000","SIBARIWAN","061904033","5812","","","","","","","BEATO","DAREL","PARAGAN","Rural Health Midwife","","",""
"DOH000000000005423","5423","SIBOLO BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ANTIQUE","060600000","CALUYA","060605000","SIBOLO","060605017","5711","","","","","","","AGBAYANI","DHYLINE","","Rural Health Midwife","","",""
"DOH000000000005424","5424","ESCALANTERA BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","SAN JOAQUIN","063040000","ESCALANTERA","063040026","5024","","","","","","","BINOBO","SUSAN","CALAD","Rural Health Midwife","","",""
"DOH000000000005435","5435","LUPA-AN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ANTIQUE","060600000","LAUA-AN","060609000","LUPA-AN","060609024","5705","","","","LAUAANRHU@GMAIL.COM","","","BARRIOS","MA. THERESA","ALAR","Rural Health Midwife","","",""
"DOH000000000005451","5451","ALEOSAN DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","ALIMODIAN","063002000","BANCAL","063002010","5028","+63 333310603","+63 333310602","+63 333310602","","","","CALOPIZ","PAZ","VENCER","Chief of Hospital","With License","Level 1","80"
"DOH000000000005466","5466","LINAMBASAN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","JAMINDAN","061906000","LINAMBASAN","061906017","5808","","","","","","","VIGO","JOSEPH","B.","Rural Health Midwife","","",""
"DOH000000000005467","5467","ZARRAGA RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","ZAMORA STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","ZARRAGA","063047000","ILAYA POBLACION","063047017","5004","+63 335254377","","","","","","BONDOC","CLEMENCIA","DILAG","Municipal Health Officer","","",""
"DOH000000000005473","5473","NAJUS-AN BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","MAMBUSAO","061908000","NAJUS-AN","061908018","5807","","","","","","","LIPARDO","CRISELDA","G.","Rural Health Midwife","","",""
"DOH000000000005479","5479","ALIMODIAN RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","PLAZA LIBERTAD STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","ALIMODIAN","063002000","POBLACION","063002054","5028","+63 333310584","","+63 333310288","","","","LEDESMA","MANUEL, II","RODULFA","Municipal Health Officer","","",""
"DOH000000000005480","5480","LAUA-AN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION VI (WESTERN VISAYAS)","060000000","ANTIQUE","060600000","LAUA-AN","060609000","POBLACION (CENTRO)","060609036","5705"," "," "," "," "," "," ","BALDESTAMON","ELENA"," ","Rural Health Midwife","","",""
"DOH000000000005499","5499","HINIGARAN MUNICIPAL HEALTH OFFICE","","","","Rural Health Unit","Government","Local Government Unit","","AGUILAR STREET","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","HINIGARAN","064511000","BARANGAY III (POB.)","064511005","6106","+63 343917122","","+63 343917122","rhuhinigaran@yahoo.com","","","LAGTAPON","JOSEPHINE","MAALAT","Municipal Health Officer","","",""
"DOH000000000005510","5510","ESTANCIA RURAL HEALTH UNIT AND BIRTHING FACILITY","ESTANCIA RURAL HEALTH UNIT","","","Rural Health Unit","Government","Local Government Unit","","CUDILLA STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","ESTANCIA","063019000","BOTONGAN","063019004","5017","","","","","","","SUMILE","GREG ROLAN","BELASOTO","Municipal Health Officer","","",""
"DOH000000000005518","5518","SAN JOAQUIN RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","RIZAL STREET","","REGION VI (WESTERN VISAYAS)","060000000","ILOILO","063000000","SAN JOAQUIN","063040000","PUROK  3 (POB.)","063040067","5024","+63 333147392","","","","","","ELGARIO","ABRAHAM","GENOVA","Municipal Health Officer","","",""
"DOH000000000005527","5527","AGTATACAY NORTE BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","CAPIZ","061900000","SAPI-AN","061915000","AGTATACAY NORTE","061915002","5806","","","","","","","MARQUEZ","MA. OLIVIA","G.","Rural Health Midwife","","",""
"DOH000000000005549","5549","MAKILIGNIT BARANGAY HEALTH STATION","","","","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","060000000","NEGROS OCCIDENTAL","064500000","ISABELA","064514000","MAKILIGNIT","064514012","6128","","","","","","","TANILON","MA. GRETCHEN","V.","Rural Health Midwife","","",""
