Date and Time Downloaded : 05/04/2021 04:29:42 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000001842","1842","BAGO BANTAY HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BUKIDNON STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","ALICIA","137404001"," "," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000001876","1876","MALANDAY HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","I. MARCELO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MALANDAY","137504016"," ","+63 022946951"," "," "," "," "," ","BANDOLA","PRISCILLA"," "," ","","",""
"DOH000000000001919","1919","CARDINAL SANTOS MEDICAL CENTER","","","","Hospital","Private","","","10 WILSON STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF SAN JUAN","137405000","GREENHILLS","137405021","1500","+63 027250001","","+63 027270050","medicalaffairsdivision@yahoo.com","mflores@csmc.ph","","JAVIER-UY","ZENAIDA","M.","Medical Director","With License","Level 3","245"
"DOH000000000001925","1925","PANSOL HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PLAZA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PANSOL","137404077"," ","+63 029235236"," "," "," "," "," ","ALISUAG","CHARISSA","L.","Rural Health Physician","","",""
"DOH000000000001936","1936","JOSE FABELLA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1004 FERMIN STREET SINGALONG"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","MALATE","133910000","BARANGAY 724","133910039"," ","+63 025232857"," "," "," "," "," ","RADOVAN JR.","DOMINGO"," ","Rural Health Physician","","",""
"DOH000000000001944","1944","TUNASAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","E.RODRIGUEZ AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","TUNASAN","137603008"," ","+63 028612849"," "," "," "," "," ","ARCIAGA","DR. CLEOFE","SAAVEDRA","Rural Health Physician","","",""
"DOH000000000001949","1949","BIGNAY HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","HULO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","BIGNAY","137504005"," ","+63 029840291"," "," "," "," "," ","GALLENERO","SER BYRON"," "," ","","",""
"DOH000000000001981","1981","NATIONAL KIDNEY AND TRANSPLANT INSTITUTE","","","","Hospital","Government","Department Of Health","","EAST AVENUE, DILIMAN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","CENTRAL","137404020","","+63 029810330","+63 029240701","+63 029225608","pro@nkti.gov.p","","WWW.NKTI.GOV.PH","ROSETE-LIQUETE","ROSE MARIE","O.","Medical Director","With License","Level 3","315"
"DOH000000000001993","1993","SUMILANG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","KALAYAAN STREET, OLD BARANGAY HALL"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SUMILANG","137403028"," ","+63 026416800"," "," "," "," "," ","MEJILLA","ESTELA"," ","Rural Health Physician","","",""
"DOH000000000002007","2007","PASOLO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","DREAMLAND SUBDIVISION"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","PASOLO","137504024"," "," "," "," "," "," "," ","DEATO","MIRIAM"," "," ","","",""
"DOH000000000002016","2016","CAMARIN 175 HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","LIBIS STREET, AREA A CAMARIN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 175","137501175","","","","","","","","FERNANDEZ","MA. LEONORA","","Rural Health Physician","","",""
"DOH000000000002076","2076","BF HOMES HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","CONRADO BENITEZ STREET PHASE III","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","B. F. HOMES","137604007","","+63 028266358","","","","","","SAMPOL","CYNTHIA","","Rural Health Physician","","",""
"DOH000000000002174","2174","OLIVAREZ GENERAL HOSPITAL, INC.","","","","Hospital","Private","","","DR. A. SANTOS AVENUE, SUCAT ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","SAN DIONISIO","137604004","","+63 0288258747","+63 0288265035","","hrdepartment@olivarezgenhospital.com","","","OLIVAREZ-ORTEZA","IMELDA","C.","Medical Director","With License","Level 1","50"
"DOH000000000002218","2218","TALON II HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CYNTHIA UGALDE STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","TALON DOS","137601017"," ","+63 028728140"," "," "," "," "," ","JUNIO","JEFFREY EVARISTO"," ","Rural Health Physician","","",""
"DOH000000000002232","2232","RESEARCH INSTITUTE FOR TROPICAL MEDICINE","","","","Hospital","Government","Department Of Health","","FILINVEST CORPORATE CITY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","ALABANG","137603001","","+63 028072628","+63 028072632","+63 028422245","director.ritmdoh@gmail.com","","www.ritm.gov.ph","CARLOS","CECILIA","C.","Chief of Hospital","With License","Level 3","50"
"DOH000000000002237","2237","ALABANG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","LIWASAN NG MGA BAYANI"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","ALABANG","137603001"," "," "," "," "," "," "," ","UÑALIVIA","DR. LYDIA","REYES","Rural Health Physician","","",""
"DOH000000000002238","2238","MAHARLIKA VILLAGE HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1 PANANGAN PANGANDAMAN JR. STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","MAHARLIKA VILLAGE","137607009"," ","+63 028377002"," ","+63 028391808","tatabox8gp@gmail.com"," "," ","PANGANDAMAN","TARHATA","GARNACE","Rural Health Physician","","",""
"DOH000000000002244","2244","AIR FORCE GENERAL HOSPITAL","","","","Hospital","Government","Department of National Defense","","COL. JESUS VILLAMOR AIR BASE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY 183","137605183","1309","+63 0288546701","+63 0288535056","+63 028546701","afghopns@yahoo.com","","","TURINGAN","JOANNE","B.","Chief of Hospital","With License","Level 2","100"
"DOH000000000002245","2245","MEDICAL CENTER MUNTINLUPA, INC","","","","Hospital","Private","","","38 NATIONAL ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","PUTATAN","137603006","","+63 028620162","","+63 028611687","mcmincoffice@gmail.com","","","DEALA","ROSALINDA","P.","Medical Director","With License","Level 2","95"
"DOH000000000002263","2263","M.C. ICASIANO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1806 P. GIL STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","PACO","133911000","BARANGAY 812","133911026"," ","+63 025640779"," "," "," "," "," ","MATEO","MELANIE"," ","Rural Health Physician","","",""
"DOH000000000002282","2282","MANUYO UNO HEALTH CENTER","MANUYO HEALTH CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," ","TRAMO ROAD"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","MANUYO UNO","137601005"," ","+63 028267422"," "," ","manuyomo@gmail.com"," "," ","OCA","ROSARY"," ","Rural Health Physician","","",""
"DOH000000000002286","2286","BARANGKA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BONIFACIO AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","BARANGKA","137402001"," "," "," "," "," "," "," ","SICAT","GEMMA LYN"," ","Rural Health Physician","","",""
"DOH000000000002298","2298","SUCAT HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK 3"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","SUCAT","137603007"," "," "," "," "," "," "," ","TUBON","DR. LEONOR","SANCHEZ","Rural Health Physician","","",""
"DOH000000000002314","2314","SAN JUAN MEDICAL CENTER","","","","Hospital","Government","Local Government Unit","","N.DOMINGO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF SAN JUAN","137405000","BALONG-BATO","137405002","1500","+63 027259804","+63 027249948","+63 027253765","sanjuan.medicalcenter@yahoo.com","","","ACOSTA","JOSEPH","M.","Medical Director","With License","Level 1","150"
"DOH000000000002317","2317","BO. SAN JOSE HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","NO. 58 TAGAYTAY STREET CORNER BUAGAN STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 187","137501187"," "," "," "," "," "," "," ","PADILLA","ORLANDO"," "," ","","",""
"DOH000000000002324","2324","PITOGO HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","502 CEBU STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","PITOGO","137602019","1500","+63 028825616","","+63 027283615","","","","BAJO","JANET","","Rural Health Physician","","",""
"DOH000000000002336","2336","KALIGAYAHAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","58 KINGFISHER STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","KALIGAYAHAN","137404046"," "," "," "," "," "," "," ","MAESTRO","GRACE LYN","C.","Rural Health Physician","","",""
"DOH000000000002367","2367","SANTA ELENA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","W. PAZ STREET, COR. SHOE AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","SANTA ELENA (POB.)","137402009"," "," "," "," "," "," "," ","CRUZ","DANILO"," ","Rural Health Physician","","",""
"DOH000000000002370","2370","BAYANAN HEALTH CENTER (ANNEX)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK I BLOCK, 2 DOLLETON STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","BAYANAN","137603002"," ","+63 028620124"," "," "," "," "," ","ARGANA","DR. NEAL JASON","VIVO","Rural Health Physician","","",""
"DOH000000000002407","2407","FEU- DR. NICANOR REYES MEDICAL FOUNDATION, INC.","","","","Hospital","Private","","","REGALADO AVENUE WEST FAIRVIEW","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","FAIRVIEW","137404041","","+63 024270213","+63 029384881","+63 029384881","fghjarin@yahoo.com","","","JARIN","HERMOGENES","D.","Medical Director","With License","Level 3","300"
"DOH000000000002418","2418","SANTA LUCIA SUPER HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","2ND FLR STA. LUCIA AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SANTA LUCIA","137404105"," "," "," "," "," "," "," ","ABAINZA","JOSEFA","R.","Rural Health Physician","","",""
"DOH000000000002427","2427","KALUMPANG HEALTH CENTER","CALUMPANG HEALTH CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," ","M. H. DEL PILAR STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","CALUMPANG","137402002"," ","+63 023694687"," "," "," "," "," ","ROSAROSO","IRENE"," ","Rural Health Physician","","",""
"DOH000000000002428","2428","MALAMIG HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","CRESTA PARK, MAKILING STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","MALAMIG","137401016","1550","","","","","","","PLACER","SOCORRO","G.","","","",""
"DOH000000000002431","2431","MABINI-J. RIZAL HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","APOLINARIO MABINI CORNER JOSE RIZAL STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","MABINI-J. RIZAL","137401015","1550","","","","","","","ALMODIENTE","YOLANDA","R.","Medical Officer","","",""
"DOH000000000002436","2436","MOTHER TERESAS HOME THAT CARES INC"," "," "," ","Hospital","Private"," "," ","257-A ROSARIO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","PLAINVIEW","137401022"," ","+63 025326773"," "," "," "," "," ","CORTEZ","DR. MA. LOURDES","C.","Chief of Hospital","Without License","",""
"DOH000000000002437","2437","BAGONG LIPUNAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CERTEZA STREET BEATA"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","PANDACAN","133912000","BARANGAY 837","133912005"," ","+63 025880686"," "," "," "," "," ","REDONDO","FRANCES"," ","Rural Health Physician","","",""
"DOH000000000002466","2466","MASIKAP HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MASIKAP COMPLEX ZONE 5, SANTA ANA (KANAN)"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PATEROS","137606000","SANTA ANA","137606007"," ","+63 026436884"," ","+63 026413256"," "," ","www.pateros.gov.ph","ISON","CARMENCITA","PEREZ","Rural Health Physician","","",""
"DOH000000000002472","2472","ELIAS ALDANA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","TRAMO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","ELIAS ALDANA","137601003"," ","+63 028269511"," "," "," "," "," ","MAGTANGOB","ELEUTERIO"," "," ","","",""
"DOH000000000002498","2498","VERGARA HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","ILINO CRUZ STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","VERGARA","137401026","1550","","","","","","","VILLARIÑA","MAY","C.","Medical Officer","","",""
"DOH000000000002520","2520","LINGUNAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","P. GREGORIO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","LINGUNAN","137504014"," ","+63 022929764"," ","+63 022929764"," "," "," ","LIWANAG","MARILYN"," "," ","","",""
"DOH000000000002524","2524","TONDO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1957 JUAN LUNA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","BARANGAY 165","133901165"," ","+63 022539524"," "," "," "," "," ","SION","ROSALIA","Y.","Rural Health Physician","","",""
"DOH000000000002550","2550","SALVE REGINA GENERAL HOSPITAL, INC.","","","","Hospital","Private","","","LOT A 2A MARCOS HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","DELA PAZ","137403006","","+63 0289337133","+63 0286453060","+63 026453035","salvereginahosp@gmail.com","","","MENDOZA","RONALDO","V.","Chief of Hospital","With License","Level 1","50"
"DOH000000000002556","2556","PINYAHAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","37 MALAKAS STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PINYAHAN","137404082"," "," "," "," ","pinyahanhc@yahoo.com.ph"," "," ","ABILA","ALMA VICTORIA","SIMEON","Rural Health Physician","","",""
"DOH000000000002561","2561","FAMILY HEALTHCARE HOSPITAL-THE-REINE-MERE MEDICAL FACILITIES, INC.","MOTHER REGINA HOSPITAL","","","Hospital","Private","","","2 RUBY STREET, DOÑA JUANA SUBDIVISION.","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","ROSARIO","137403017","","+63 026412922","","+63 026403696","familyhealthcare_pasig@yahoo.com","","","BARBOSA-SANTIAGO","MARIA REGINA","A.","Medical Director","With License","Level 1","20"
"DOH000000000002563","2563","BASA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","REAL STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","ZAPOTE","137601009"," ","+63 028368306"," "," "," "," "," ","BOSE","REX"," ","Rural Health Physician","","",""
"DOH000000000002574","2574","CONCEPCION UNO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","J.P. RIZAL STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","CONCEPCION UNO","137402003"," "," "," "," "," "," "," ","DE GUZMAN","JOANN"," ","Rural Health Physician","","",""
"DOH000000000002624","2624","LIBIS HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","L. PASCO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","LIBIS","137404053"," "," "," "," "," "," "," ","DE LEON","DAISY","P.","Rural Health Physician","","",""
"DOH000000000002629","2629","HARAPIN ANG BUKAS HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","KALENTONG CORNER NEPTALI GONZALES STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","HARAPIN ANG BUKAS","137401012","1550","+63 025336611","","","","","","CASTRO","RIZA","LOQUINARIO","Medical Officer","","",""
"DOH000000000002635","2635","DAGUPAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","324 MERCADO STREET CORNER DAGUPAN STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","BARANGAY  50","133901050"," ","+63 022543684"," "," "," "," "," ","LAMEYRA","LIECEL"," ","Rural Health Physician","","",""
"DOH000000000002636","2636","MIA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MIA ROAD CORNER NAIA AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY 194","137605194","1301","+63 028519702"," "," "," "," "," ","DOMINGO","LOUIE","O.","Rural Health Physician","","",""
"DOH000000000002651","2651","AURORA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1752 BIAK NA BATO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","BARANGAY 251","133901252"," ","+63 022524818"," "," "," "," "," ","BEGASO","JEANETTE","BEGASO","Rural Health Physician","","",""
"DOH000000000002675","2675","MARIA CLARA HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","ARAULLO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","HAGDANG BATO LIBIS","137401011","1550","","","","","","","CASTILLO","BERNABE","A.","Medical Officer","","",""
"DOH000000000002696","2696","INTRAMUROS HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BALUARTE DE SAN ANDRES, MURALLA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","INTRAMUROS","133909000","BARANGAY 657","133909004"," "," "," "," "," "," "," ","CARO","MARISSA"," ","Rural Health Physician","","",""
"DOH000000000002711","2711","SIPAC-ALMACEN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","A. SANTIAGO STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF NAVOTAS","137503000","SIPAC-ALMACEN","137503001","1485"," "," "," "," "," "," ","ACOBA","SPICA","M.","Rural Health Physician","","",""
"DOH000000000002723","2723","TAYABAS HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","2221 MOLAVE STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","BARANGAY 228","133901229"," ","+63 022521401"," "," "," "," "," ","ALCARAZ","ADORA","L.","Rural Health Physician","","",""
"DOH000000000002733","2733","CANUMAY EAST HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","D. BONIFACIO"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","CANUMAY","137504007"," ","+63 024450598"," "," ","dralenaj@yahoo.com"," "," ","SAN AGUSTIN","JANET"," "," ","","",""
"DOH000000000002770","2770","MEISIC HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","6811 FELIPE STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","BINONDO","133902000","BARANGAY 288","133902002"," ","+63 022442108"," "," "," "," "," ","ULANDAY","ELMER"," ","Rural Health Physician","","",""
"DOH000000000002800","2800","VALERIANO FUGOSO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","A. H. LACSON STREET CORNER ARAGON STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SANTA CRUZ","133905000"," "," "," ","+63 027407470"," "," "," "," "," ","PEREZ","ARLEEN"," ","Rural Health Physician","","",""
"DOH000000000002822","2822","ISLA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","ISLA","137504012"," ","+63 024445547"," "," "," "," "," ","CO","MICHAEL JOSEPH"," "," ","","",""
"DOH000000000002852","2852","TRINITY WOMAN AND CHILD CENTER ""THE BIRTHPLACE""","","","","Hospital","Private","","","2732 NEW PANADEROS STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SANTA ANA","133914000","BARANGAY 888","133914081","","+63 025641510","+63 025641512","+63 025641510","","","","DIMAYUGA","EDWIN","E.","Medical Director","With License","Level 1","25"
"DOH000000000002872","2872","VILLAROSA HOSPITAL, INC.","VILLAROSA HOSPITAL","","","Hospital","Private","","","11 SALALILLA STREET PROJ 4","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","MILAGROSA","137404067","1109","+63 0289139712","+63 0284211281","","villahosp@yahoo.com","","","ADAPON","ELAINE","VILLAROSA","Medical Director","With License","Level 1","24"
"DOH000000000002885","2885","NEW LOWER BICUTAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","PUROK I MANUEL L. QUEZON AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","LOWER BICUTAN","137607008"," "," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000002911","2911","VETERANS MEMORIAL MEDICAL CENTER","","","","Hospital","Government","Department of National Defense","","NORTH AVENUE, DILIMAN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAGONG PAG-ASA","137404009","2019","+63 029202487","+63 029271250","+63 029262437","veteransmed@gmail.com","","","CHIONG","DOMINADOR, JR.","M.","Medical Director","With License","Level 3","766"
"DOH000000000002933","2933","TALON I HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","REAL STREET, ALABANG - ZAPOTE RD"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","TALON UNO","137601008"," ","+63 028011851"," "," "," "," "," ","SAPATIN","ROLETH"," ","Rural Health Physician","","",""
